"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"688",-122.13,37.69,34,1131,278,560,237,2.875,11.9934980455652
"689",-122.12,37.71,38,1164,284,632,289,3.0345,11.9322934782474
"690",-122.12,37.7,41,3495,787,1849,750,2.679,11.8837991283088
"692",-122.12,37.69,35,2681,508,1580,536,4.1042,12.0956995880488
"694",-122.11,37.7,23,1689,461,828,443,2.1552,11.991641034818
"696",-122.11,37.7,19,2693,789,1765,724,2.4206,11.8313791960888
"697",-122.1,37.69,41,746,145,387,161,3.9063,12.091783499128
"699",-122.11,37.69,42,1472,310,768,309,3.4643,11.9885383329805
"700",-122.12,37.69,10,2227,560,1140,472,2.3973,12.0275438869749
"702",-121.97,37.64,32,1283,194,485,171,6.0574,12.9738633690859
"704",-122.04,37.63,21,1307,236,586,249,4.7813,12.3962796965981
"705",-122.05,37.63,5,3785,936,2240,792,3.2829,11.9984332807519
"706",-122.04,37.66,10,2031,357,867,352,5.3169,12.6088675250825
"707",-122.04,37.65,10,8299,1326,3827,1288,6.2579,12.6619139609634
"709",-122.07,37.68,36,1815,426,1280,431,3.25,12.2927089521897
"713",-122.08,37.67,29,493,168,233,152,0.9637,11.982929094216
"714",-122.09,37.67,48,1252,305,673,308,2.3357,12.0725412529057
"715",-122.09,37.68,41,1382,353,704,314,3.5114,12.1934938633233
"716",-122.09,37.69,43,500,110,273,120,3.3125,11.9183905730784
"717",-122.09,37.68,29,2333,538,1120,540,2.4042,12.2336878125631
"718",-122.09,37.68,41,1834,463,1105,467,2.8322,12.0453168666508
"719",-122.09,37.68,43,1415,348,569,293,2.5156,12.1595050097138
"721",-122.1,37.68,37,2116,503,1109,448,2.535,12.0668105781967
"722",-122.11,37.68,37,1976,481,1197,465,2.5772,12.0447294951214
"723",-122.1,37.68,38,1779,413,1061,400,3.0962,12.1056996713834
"725",-122.1,37.68,31,1892,428,1162,389,3.125,12.0263477145835
"726",-122.12,37.68,35,1958,484,1146,448,2.95,11.9110302186721
"731",-122.13,37.68,45,2457,445,1129,422,4.0588,12.1161479380022
"735",-122.14,37.67,34,3036,533,1366,500,4.2386,12.1668119315769
"737",-122.14,37.67,36,1487,249,641,243,4.0682,12.1868898261134
"740",-122.14,37.67,37,3156,534,1495,543,4.8125,12.1457917146452
"741",-122.13,37.67,40,1748,318,914,317,3.8676,12.1226910365911
"745",-122.11,37.67,32,3028,811,2037,703,3.0645,12.0161220615717
"750",-122.05,37.68,32,2015,318,1019,340,6.1104,12.3913066237712
"752",-122.07,37.67,27,3239,671,1469,616,3.2465,12.3484398868171
"753",-122.07,37.67,28,2932,739,1198,624,3.2417,12.2586650956493
"754",-122.07,37.67,38,2104,409,1039,394,3.875,12.0155172838091
"756",-122.04,37.67,18,3000,419,1155,415,6.8233,12.714695845741
"757",-122.04,37.66,23,2419,348,1066,384,6.3501,12.7656884334656
"758",-122.07,37.66,28,2280,610,1255,587,2.6719,11.9904011090547
"759",-122.07,37.66,21,5031,1168,2461,1042,3.875,12.0968156595932
"760",-122.08,37.66,33,1547,372,1063,356,2.5625,11.9466540383513
"762",-122.08,37.65,17,5018,1439,3069,1299,2.7694,11.9947341396657
"763",-122.08,37.65,35,1813,393,1093,374,3.6818,12.0161220615717
"764",-122.08,37.66,37,1997,436,1349,437,2.1382,12.0233510087149
"765",-122.1,37.66,37,901,191,599,206,3.7303,11.9163885704077
"766",-122.1,37.66,35,686,142,480,149,3.875,11.9959687077238
"767",-122.1,37.66,33,1954,464,1293,448,3.0489,11.9355753978325
"769",-122.09,37.65,35,1130,192,543,184,4.3897,12.1579322702022
"771",-122.1,37.66,34,656,115,342,112,4.6875,12.20906815451
"772",-122.11,37.66,29,2544,643,2332,603,3.2091,11.9183905730784
"773",-122.1,37.66,36,1305,225,768,234,4.275,12.1297314122735
"775",-122.11,37.66,35,2843,652,1726,643,3.09,12.0673851257563
"778",-122.1,37.65,31,1797,327,796,319,4.4427,12.228323254465
"780",-122.12,37.65,26,162,27,86,25,2.375,11.8313791960888
"782",-122.1,37.61,35,2361,458,1727,467,4.5281,12.0645090812084
"783",-122.13,37.66,19,862,167,407,183,4.3456,12.0015054797889
"786",-122.11,37.64,8,3592,849,1907,746,3.6708,12.1955171315907
"790",-122.1,37.63,29,2172,435,1377,408,3.7895,12.1056996713834
"791",-122.08,37.64,36,1340,245,789,248,3.8,12.0552497557956
"792",-122.08,37.64,36,1116,199,662,226,5.7309,12.0889768736539
"793",-122.09,37.64,36,1885,307,853,271,4.1141,12.0616247411643
"794",-122.09,37.64,36,1180,212,664,200,5.2838,12.0587320576315
"796",-122.08,37.64,23,1897,440,1109,418,3.142,12.0979304869105
"797",-122.08,37.63,31,767,171,548,185,3.7614,12.0782392740203
"798",-122.08,37.63,33,691,127,431,149,4.25,12.1683707783462
"801",-122.07,37.63,27,2784,723,2028,693,2.4808,11.9678154564059
"802",-122.07,37.64,25,4524,860,2426,862,4.7083,12.1595050097138
"803",-122.06,37.64,37,1468,304,1038,282,4.1652,11.9716153343157
"805",-122.06,37.65,33,1227,286,848,291,3.8036,11.9716153343157
"806",-122.06,37.64,33,1160,252,729,220,3.8259,11.8920465977388
"807",-122.04,37.63,33,952,172,369,159,3.2331,12.3313828364956
"808",-122.03,37.62,35,2072,352,1001,350,4.7109,12.1995514285399
"809",-122.03,37.62,32,2964,547,1472,527,4.2468,12.3068225486303
"811",-122.04,37.62,35,657,118,328,134,3.8125,12.2268551847127
"812",-122.04,37.62,32,1540,324,793,302,3.2857,12.1714812007606
"813",-122.03,37.62,35,1298,236,632,204,3.8929,12.2524790183443
"815",-122.03,37.61,37,1383,259,808,241,4.0125,11.991641034818
"816",-122.04,37.61,36,1151,216,727,215,4.1719,12.1388638958367
"817",-122.04,37.62,35,899,179,455,185,4.2857,12.1568824013394
"820",-122.07,37.63,35,1931,376,1175,337,3.7292,12.0323143193967
"823",-122.06,37.63,23,1939,356,841,364,3.3611,12.0388367261543
"824",-122.05,37.61,16,1642,346,705,351,2.8971,12.0070117647319
"827",-122.09,37.63,36,1570,274,992,249,5.3644,12.036469861144
"829",-122.08,37.62,27,1826,309,1016,313,5.64,12.2380556913832
"832",-122.02,37.6,36,1633,345,1382,338,3.694,11.9804259639978
"833",-122.02,37.6,31,2155,522,1858,437,2.652,11.9816783123143
"836",-122.03,37.61,33,1518,302,831,268,5.097,12.1473836491815
"837",-122.04,37.6,17,3314,638,1873,602,4.3875,12.3821245893105
"840",-122.06,37.6,17,5159,832,3174,817,5.8704,12.364784336685
"841",-122.06,37.6,18,1726,276,1186,310,5.3226,12.3531987104205
"843",-122.07,37.59,13,2578,551,1680,528,4.825,12.3104326608544
"844",-122.08,37.58,15,2576,418,1657,410,5.5218,12.4466631104481
"845",-122.07,37.58,16,1644,251,1033,267,6.5116,12.4061522572458
"847",-122.08,37.58,16,3349,544,2003,488,6.0074,12.3737034869141
"848",-122.07,37.59,15,3475,686,2568,653,4.6211,11.9276806199855
"849",-122.07,37.58,16,1893,338,1461,344,5.225,12.2723284413072
"851",-122.05,37.59,15,6243,1273,3163,1274,3.7462,12.2666972673466
"854",-122.03,37.59,16,4371,889,2530,817,4.6786,12.4529327234617
"856",-122.02,37.58,15,3052,760,2097,728,3.3617,12.0901004692778
"858",-122.09,37.6,36,385,94,295,92,2.9706,11.9042916486989
"859",-122.08,37.6,10,3046,678,2056,628,3.9022,12.1636869290337
"861",-121.96,37.58,15,3575,597,1777,559,5.7192,12.5549674021499
"863",-121.99,37.58,31,2878,478,1276,485,6.2073,12.5514338295686
"864",-122,37.58,6,4405,717,2071,688,5.8151,12.5967624680562
"866",-122.04,37.58,14,14917,2708,8012,2606,5.6277,12.5054362227558
"867",-122.04,37.57,12,5719,1064,3436,1057,5.2879,12.3510384157804
"868",-122.07,37.57,8,8647,1407,5019,1379,6.5615,12.6707496132702
"869",-122.06,37.58,15,8112,1376,4576,1348,5.6758,12.4427245468692
"873",-122.02,37.56,23,4332,857,2461,829,4.3594,12.3167191656172
"875",-122.03,37.56,31,4981,964,2841,924,4.8962,12.3022915032707
"876",-122.03,37.56,24,8444,1492,4446,1491,4.6978,12.3896434217246
"877",-122.01,37.56,6,3028,778,1531,736,4.4259,11.9703503120091
"879",-122.02,37.55,33,1325,274,909,267,4.5687,12.0850343171531
"880",-122.01,37.56,24,2563,485,1174,501,3.8179,12.283496542495
"882",-121.99,37.56,20,6462,1294,3288,1235,4.3393,12.3510384157804
"883",-121.96,37.55,4,3746,993,1606,838,4.1387,11.9984332807519
"884",-121.97,37.56,13,8918,1823,4518,1772,4.8052,12.4450895460007
"885",-121.97,37.54,31,1949,344,986,322,4.6349,12.1868898261134
"886",-121.97,37.55,17,4924,1247,3080,1182,3.168,12.1516164597341
"890",-121.95,37.55,21,10687,1540,4552,1520,6.6478,12.7170982492988
"891",-121.93,37.54,25,1354,192,596,220,6.629,12.7725221730442
"893",-121.94,37.53,33,2095,342,941,304,5.761,12.4668972638121
"895",-121.94,37.54,31,2537,382,1067,410,6.7599,12.7826860098342
"896",-121.96,37.54,14,5106,1207,2738,1108,3.9909,12.3715870840077
"900",-121.97,37.54,28,2312,496,1344,467,4.7135,12.2219459946865
"902",-121.97,37.53,26,2506,387,1273,406,5.4299,12.3732805645141
"903",-121.98,37.53,28,2829,566,1610,540,4.6,12.3158235094893
"906",-121.99,37.54,18,3584,715,1673,661,3.9444,12.3888107822093
"907",-121.99,37.54,28,3046,507,1772,516,5.3283,12.3366622152338
"908",-121.99,37.55,28,2414,415,1106,453,4.8403,12.5009785630713
"910",-122.01,37.55,34,2791,495,1276,468,4.9167,12.4541039123522
"911",-122,37.55,27,6103,1249,3026,1134,4.1591,12.7140943419634
"912",-122.01,37.54,32,2572,406,1128,395,5,12.569325904829
"913",-122,37.54,26,1910,371,852,357,5.8325,12.607864348272
"914",-122.01,37.53,27,1890,303,889,314,5.7057,12.569325904829
"915",-121.99,37.53,25,5405,939,2831,923,5.0423,12.3113331561877
"917",-121.97,37.51,25,3333,511,1671,504,5.4359,12.4618769790839
"920",-121.96,37.51,22,5811,1125,3215,1086,4.4107,12.3171666930358
"924",-121.89,37.49,9,4909,577,1981,591,9.7194,13.1223653774023
"925",-121.92,37.49,10,7441,1588,3571,1466,5.1643,12.1709634684166
"926",-121.92,37.48,23,4314,676,1972,623,5.3813,12.4852183869597
"927",-121.92,37.47,26,2016,322,1105,357,6.0878,12.4167386753333
"930",-122.03,37.55,26,3087,532,1597,483,4.9118,12.2890341662445
"931",-122.04,37.55,23,3170,532,1446,515,4.4357,12.5834811558558
"933",-122.05,37.54,25,4209,731,2568,703,5.2882,12.3153753804206
"934",-122.05,37.55,23,4247,835,2357,823,5.1321,12.2610342036041
"935",-122.04,37.53,25,4458,922,2998,890,3.9667,12.2945412935178
"936",-122.04,37.5,17,407,97,307,100,3.1696,11.9595325164096
"937",-122.06,37.54,20,6483,1068,3526,1060,5.0838,12.4219901517526
"938",-122.03,37.54,35,1867,343,1213,338,4.8214,12.1335019526953
"939",-122.03,37.54,6,2918,672,1911,639,4.1406,12.0906617940188
"943",-122.03,37.53,18,1746,437,1268,404,3.256,12.1188794338278
"944",-122.01,37.53,19,4572,712,2346,709,6.0667,12.4118665585093
"945",-122.02,37.53,21,4280,673,2216,681,5.7072,12.3975191101011
"946",-122,37.51,7,6352,1390,3223,1316,4.9867,12.1101122543843
"947",-121.92,37.72,4,7477,1576,2937,1506,5.1437,12.6095357509677
"948",-121.92,37.72,22,4638,716,2302,687,5.347,12.2991075114974
"949",-121.91,37.71,25,4377,668,2038,671,5.7233,12.3536302098878
"950",-121.93,37.72,26,3816,637,1935,642,4.4697,12.3072745260391
"951",-121.93,37.72,26,2806,459,1453,444,4.9107,12.2727962775731
"956",-121.93,37.66,24,3166,424,1081,400,8.3337,13.1223653774023
"957",-121.92,37.69,13,3742,555,1590,559,7.316,12.5616469840249
"959",-121.92,37.68,23,1655,223,706,219,7.2211,12.5841665568422
"960",-121.93,37.7,3,2456,582,793,456,4.4087,12.326518798606
"962",-121.91,37.68,20,1804,254,831,260,6.177,12.479529010718
"965",-121.89,37.68,12,7490,1207,3329,1136,6.3373,12.7358181541487
"966",-121.88,37.68,23,2234,270,854,286,7.333,12.7284315051098
"967",-121.89,37.68,22,1898,239,734,245,6.2918,12.7191956283448
"968",-121.88,37.67,16,4070,624,1543,577,6.5214,12.6491546172096
"970",-121.89,37.67,20,2948,471,1181,474,6.0604,12.4207807180233
"971",-121.89,37.67,19,2034,288,852,295,6.5285,12.6128701988721
"974",-121.88,37.66,29,2702,680,1360,642,3.1127,12.3587937325478
"980",-121.87,37.67,10,4337,800,1813,743,5.5,12.4179530045657
"981",-121.87,37.67,28,1812,294,853,278,4.9879,12.3432224836774
"982",-121.85,37.68,4,4719,741,1895,742,6.8132,12.5514338295686
"984",-121.86,37.66,22,3634,664,1699,640,4.1597,12.5886102489946
"987",-121.85,37.72,43,228,40,83,42,10.3203,12.8992198260901
"988",-121.82,37.73,47,127,23,51,21,4.3472,12.8346813049525
"989",-121.86,37.7,13,9621,1344,4389,1391,6.6827,12.6561923941788
"991",-121.77,37.65,16,4290,554,1952,576,7.3588,12.6992433340574
"993",-121.61,37.77,32,404,74,144,58,4.2083,11.7360690162844
"994",-121.72,37.7,17,1671,352,729,252,6.1023,13.0170028617465
"995",-121.73,37.71,12,5608,1049,2595,1067,3.9864,12.2070721458633
"996",-121.75,37.71,11,12070,2220,5826,2125,4.8624,12.1673318172137
"997",-121.77,37.74,25,494,81,254,85,9.1531,12.9451487579785
"999",-121.8,37.69,17,3956,639,2222,662,5.4324,12.2807161885259
"1000",-121.82,37.69,12,1906,351,802,319,4.9375,12.3357842520518
"1003",-121.78,37.69,34,2358,498,1157,461,3.3618,12.0702529223876
"1004",-121.78,37.69,35,2853,588,1761,572,4.3533,12.0340973807904
"1006",-121.76,37.7,9,3980,736,1705,679,5.7068,12.4556633668592
"1009",-121.76,37.68,35,1864,357,1189,349,4.2361,12.0867258878976
"1013",-121.77,37.68,44,495,112,277,109,2.6667,12.096257779523
"1015",-121.77,37.68,41,1501,299,629,288,4.6806,12.2520015774186
"1016",-121.77,37.67,20,8068,1217,3489,1259,5.7907,12.4844616710704
"1017",-121.76,37.67,6,3023,518,1225,468,6.3705,12.7656884334656
"1018",-121.78,37.67,26,2211,344,1024,321,5.2649,12.2050721451966
"1021",-121.78,37.66,25,1947,418,900,354,3.8523,12.170445467887
"1022",-121.79,37.66,22,14701,2210,6693,2232,5.98,12.4090134895269
"1023",-119.78,38.69,17,1364,282,338,152,2.45,11.6750443144467
"1026",-120.56,38.48,14,3545,702,946,411,3.4609,11.7027190366029
"1029",-120.55,38.45,17,2277,474,767,356,2.5208,11.5038847203181
"1030",-120.55,38.43,18,1564,357,618,277,2.3549,11.5981853089211
"1031",-120.25,38.55,15,4403,891,1103,433,3.0125,11.6235719850573
"1032",-120.79,38.54,34,1133,254,495,187,2.05,11.1404114570018
"1033",-120.8,38.51,23,1001,195,369,157,3.125,11.4762614805986
"1035",-120.76,38.47,17,1521,309,607,240,3.5,11.7264226392326
"1037",-120.79,38.43,40,1391,246,546,214,3.9107,11.7737500832521
"1040",-120.97,38.42,16,1748,322,4930,287,4.3029,11.7109563154694
"1041",-120.87,38.37,28,3998,765,1614,698,2.8125,11.6386766702758
"1042",-120.98,38.34,27,3471,653,1793,600,3.5508,11.5038847203181
"1043",-120.88,38.32,18,2791,492,1187,438,3.2589,11.5424842672118
"1044",-120.93,38.26,13,2084,449,834,305,3.2937,11.645706576204
"1045",-120.72,38.42,17,5654,1085,2237,953,3.0465,11.8782627819876
"1046",-120.77,38.38,15,4221,816,1737,743,2.3125,11.7644620907857
"1047",-120.72,38.38,9,1787,347,806,306,2.525,11.9652741589772
"1048",-120.66,38.4,18,2144,420,985,381,3.175,11.6826682395573
"1049",-120.65,38.42,23,1538,305,730,267,2.6078,11.6673618182746
"1050",-120.62,38.39,15,3750,691,1444,603,2.7399,11.8115474774603
"1051",-120.69,38.36,19,3267,614,1252,566,2.7236,11.6073261403917
"1052",-120.71,38.34,16,1257,231,559,213,4.4531,11.879649744762
"1054",-121.83,39.76,12,9831,1921,4644,1775,3.1142,11.6315969946877
"1055",-121.82,39.76,23,6010,1116,2710,1149,3.0068,11.5833839286188
"1057",-121.85,39.77,17,5273,1177,2446,1199,1.9362,11.4064532204597
"1059",-121.86,39.76,19,7254,1785,4030,1667,2.0094,11.3771057418277
"1060",-121.89,39.76,15,10265,1860,4591,1906,3.07,11.8677987869623
"1064",-121.87,39.74,7,1737,290,747,265,3.9,11.8981878657609
"1066",-121.85,39.74,39,1139,265,623,264,2.2833,11.3597742854761
"1067",-121.85,39.74,41,2901,689,1426,632,1.5633,11.3445068133453
"1069",-121.85,39.73,17,3425,827,2469,758,0.9393,11.395267421502
"1072",-121.84,39.74,43,2976,599,1181,560,2.2621,11.3515823145615
"1073",-121.83,39.74,34,3263,604,1290,594,2.575,11.7775947631129
"1074",-121.8,39.75,28,2551,378,1011,374,4.3309,11.7376677376481
"1075",-121.82,39.75,29,7744,1375,3316,1365,3.0253,11.6208826064753
"1076",-121.82,39.75,37,2236,372,974,379,3.2016,11.4824662574855
"1077",-121.8,39.75,11,7212,1355,3264,1264,3.1125,11.7166823024842
"1078",-121.79,39.73,8,5690,1189,2887,1077,3.0625,11.6639283385068
"1079",-121.78,39.71,8,140,28,84,29,2.125,12.096257779523
"1082",-121.84,39.73,52,502,100,311,100,1.5481,12.2060726455302
"1083",-121.84,39.73,52,857,232,520,198,0.987,11.6307085006266
"1085",-121.84,39.73,52,957,263,513,223,1.3672,10.9150884642146
"1086",-121.83,39.73,52,1741,401,753,377,2.0064,11.2631812318588
"1088",-121.83,39.72,52,1890,420,974,383,1.6827,11.2733984344055
"1089",-121.81,39.7,21,5051,1054,2948,980,1.5863,11.3059012955359
"1090",-121.82,39.73,33,2242,517,1160,449,1.7426,11.0070873827153
"1091",-121.82,39.72,42,2978,694,1879,679,1.5064,11.101945176174
"1092",-121.81,39.71,18,1222,250,708,281,2.0288,11.6673618182746
"1095",-121.97,39.79,16,1453,299,904,286,3.5735,11.403110598963
"1096",-121.84,39.68,38,549,105,275,94,3.5375,11.9388465816458
"1097",-121.8,39.64,25,2202,422,1109,403,2.8306,11.3793940723457
"1100",-121.9,39.59,20,1465,278,745,250,3.0625,11.4489201349943
"1101",-121.75,39.88,16,2867,559,1203,449,2.7143,11.4647850896423
"1105",-121.59,39.86,14,1527,269,665,261,2.8657,11.6919081204987
"1106",-121.58,39.83,16,4591,904,1904,812,2.2419,11.4425030006737
"1107",-121.6,39.8,10,1742,307,721,312,2.4537,11.6775920865255
"1108",-121.62,39.79,11,3835,727,1456,658,2.5374,11.4845259904485
"1109",-121.59,39.82,12,1958,369,875,354,2.3507,11.4886327724012
"1111",-121.63,39.82,11,3974,727,1610,634,2.6147,11.5871048631445
"1112",-121.6,39.79,18,2672,533,1151,532,2.567,11.5415129218221
"1113",-121.59,39.79,20,743,171,395,168,1.625,11.3884953865921
"1114",-121.59,39.78,16,2754,570,1063,543,1.4048,11.36789969292
"1115",-121.59,39.78,18,945,205,385,207,2.1838,10.9681982895286
"1116",-121.6,39.77,26,1503,343,699,296,1.875,11.3385720778255
"1118",-121.63,39.78,28,1677,327,770,309,2.6823,11.4446466242169
"1119",-121.57,39.8,23,790,137,365,152,2.1912,11.6544250272439
"1121",-121.59,39.77,24,1535,276,664,273,2.3068,11.4855542681741
"1122",-121.58,39.79,19,2636,523,1184,465,2.7863,11.595426686482
"1123",-121.57,39.76,20,1384,257,557,232,2.0882,11.5607627943844
"1124",-121.58,39.76,19,2487,485,1110,453,3.1061,11.610052175701
"1126",-121.59,39.75,20,908,206,481,211,2.2,11.2997322445092
"1128",-121.6,39.76,22,2447,556,1157,556,1.8245,11.3562716549249
"1129",-121.61,39.76,31,2431,512,1026,427,2.5428,11.3504065354725
"1130",-121.62,39.77,23,1759,366,788,359,1.8125,11.4457167152768
"1131",-121.65,39.76,31,1599,318,794,303,3,11.4793686814414
"1132",-121.63,39.76,22,2598,482,1151,490,2.8182,11.6055046462633
"1133",-121.62,39.76,14,2063,559,934,529,1.7788,11.3597742854761
"1134",-121.62,39.75,20,1173,261,523,258,1.0625,11.4382019187743
"1135",-121.63,39.75,37,1296,296,569,257,1.8616,11.1633679888004
"1138",-121.66,39.66,17,3502,655,1763,613,2.9625,11.5248540358355
"1139",-121.56,39.69,8,2836,522,1163,512,3.13,12.0335033801789
"1140",-121.57,39.74,17,1619,292,705,285,2.4623,11.744830521953
"1141",-121.59,39.74,17,1646,330,750,344,2.3798,11.3361882864702
"1142",-121.6,39.75,19,2888,591,984,499,1.9766,11.4360444206343
"1143",-121.6,39.68,15,1677,345,844,330,2.3958,11.6190856607986
"1144",-121.5,39.83,15,1896,408,893,334,1.6948,11.3793940723457
"1145",-121.41,39.72,17,1583,331,730,306,2.3895,11.3793940723457
"1146",-121.39,39.61,22,2828,610,986,391,2.8871,11.4584692791742
"1147",-121.24,39.65,35,632,148,221,102,2.3684,11.0429218357245
"1150",-121.56,39.52,9,818,197,358,197,1.7708,11.2835123006424
"1152",-121.56,39.53,12,1733,421,1861,415,1.5771,11.0852147479147
"1154",-121.46,39.54,14,5549,1000,1822,919,2.9562,11.8656927840779
"1156",-121.44,39.5,26,1652,325,790,292,3.0446,11.4164145645894
"1157",-121.47,39.49,17,1554,242,553,230,3.2174,11.4273675766086
"1158",-121.47,39.51,19,3720,636,1304,607,2.6921,11.4876076569859
"1159",-121.53,39.53,35,1806,293,683,295,4.5156,11.4208101760624
"1163",-121.52,39.51,30,3085,610,1688,575,2.334,11.1871953248809
"1165",-121.55,39.51,48,827,198,396,161,0.8024,10.9733573723386
"1166",-121.55,39.51,50,1050,288,485,260,1.1607,10.8532130604965
"1167",-121.56,39.51,47,1064,245,603,190,1.3654,10.9664726635611
"1169",-121.57,39.5,31,2023,469,1073,436,1.5714,10.9348910915108
"1170",-121.58,39.52,25,2409,490,1384,479,1.9956,10.9681982895286
"1172",-121.58,39.5,29,1947,383,925,337,2.1658,10.961277846684
"1174",-121.61,39.52,24,1610,324,909,323,1.8661,10.9987609399387
"1175",-121.65,39.53,23,1387,325,640,289,1.4833,11.0852147479147
"1176",-121.57,39.48,15,202,54,145,40,0.8252,10.6572593549125
"1177",-121.55,39.5,26,3215,827,2041,737,1.0585,10.7166375254908
"1178",-121.54,39.5,38,1438,310,779,275,1.3289,10.581521095286
"1179",-121.53,39.49,19,1537,329,617,274,1.5313,10.8257603560878
"1180",-121.54,39.48,29,2896,596,1809,617,1.8047,10.8930287461499
"1183",-121.49,39.49,20,2505,468,1174,429,2.9965,11.395267421502
"1184",-121.52,39.5,33,1462,241,569,231,3.2833,11.3217649595091
"1185",-121.52,39.49,30,1217,238,677,233,2.6563,11.0603687493282
"1186",-121.52,39.48,21,2628,494,1364,468,2.0455,10.9920495053507
"1187",-121.55,39.45,18,2278,523,1185,475,1.3611,11.0120501720574
"1190",-121.52,39.43,15,2119,389,1079,374,2.3566,11.2947694551671
"1192",-121.39,39.39,52,189,34,121,37,3.0208,11.0020998412042
